1.02831	0	0.0158941	0
1.0771	0	0.0133859	0
1.10063	0	0.0122299	0
1.11219	0	0.0053576	0
1.12362	0	0.0110116	0
1.1461	0	0.00952121	0
1.16808	0	0.0046916	0
1.17889	0	0.00489013	0
1.18958	0	0.0046916	0
1.20016	0	0.00430826	0
1.24141	0	0.0037312	0
1.25146	0	0.00392682	0
1.26141	0	0.00389539	0
1.27126	0	0.00386019	0
1.28102	0	0.00340732	0
1.29068	0	0.00335376	0
1.30025	0	0.00350083	0
1.30973	0	0.0034171	0
1.31912	0	0.0032898	0
1.32842	0	0.00325149	0
1.33763	0	0.00313437	0
1.34677	0	0.00310047	0
1.35582	0	0.00294394	0
1.36479	0	0.00285712	0
1.37367	0	0.00284259	0
1.38248	0	0.00278374	0
1.39122	0	0.00315785	0
1.39988	0	0.0031414	0
1.40846	0	0.00301365	0
1.41697	0	0.00295076	0
1.42541	0	0.00280587	0
1.43378	0	0.00279258	0
1.44208	0	0.00270804	0
1.45031	0	0.00271131	0
1.45847	0	0.00265815	0
1.46657	0	0.00259484	0
1.4746	0	0.00250079	0
1.48257	0	0.00252073	0
1.49047	0	0.00237571	0
1.49832	0	0.00242907	0
1.5061	0	0.00234013	0
1.51382	0	0.00228775	0
1.52148	0	0.00227475	0
1.52909	0	0.00227176	0
1.53664	0	0.00226877	0
1.54413	0	0.00226976	0
1.55156	0	0.00230079	0
1.55894	0	0.00229176	0
1.57354	0	0.00231991	0
1.58793	0	0.00234722	0
1.60211	0	0.00241876	0
1.6161	0	0.00249242	0
1.62989	0	0.00260125	0
1.6435	0	0.00269063	0
1.65692	0	0.00280255	0
1.67017	0	0.00287281	0
1.68324	0	0.00303322	0
1.69614	0	0.00294735	0
1.70888	0	0.0031332	0
1.72146	0	0.00336589	0
1.73388	0	0.00333076	0
1.74615	0	0.00355805	0
1.75827	0	0.00323122	0
0.030137	0.0158941	1.43378	nan
0.0158941	0.0153334	1e-05	nan
0.0133859	0.0150631	0.01	nan
0.0122299	0.0149303	-1	nan
0.0053576	0.0147991	2.05663	nan
0.0110116	0.0145411	0.01	nan
0.00952121	0.0142888	1.48257	nan
0.0046916	0.0141647	0.0158941	nan
0.00489013	0.014042	1	nan
0.0046916	0.0139206	1	nan
0.00430826	0.0134476	3.51655	nan
0.0037312	0.0133324	1	nan
0.00392682	0.0132184	1.52909	nan
0.00389539	0.0131055	0	nan
0.00386019	0.0129937	0	nan
0.00340732	0.012883	0	nan
0.00335376	0.0127734	0	nan
0.00350083	0.0126648	0	nan
0.0034171	0.0125573	0	nan
0.0032898	0.0124509	0	nan
0.00325149	0.0123454	0	nan
0.00313437	0.0122409	0	nan
0.00310047	0.0121373	0	nan
0.00294394	0.0120348	0	nan
0.00285712	0.0119331	0	nan
0.00284259	0.0118324	0	nan
0.00278374	0.0117325	0	nan
0.00315785	0.0116336	0	nan
0.0031414	0.0115355	0	nan
0.00301365	0.0114383	0	nan
0.00295076	0.0113419	0	nan
0.00280587	0.0112464	0	nan
0.00279258	0.0111517	0	nan
0.00270804	0.0110577	0	nan
0.00271131	0.0109646	0	nan
0.00265815	0.0108723	0	nan
0.00259484	0.0107807	0	nan
0.00250079	0.0106898	0	nan
0.00252073	0.0105997	0	nan
0.00237571	0.0105104	0	nan
0.00242907	0.0104217	0	nan
0.00234013	0.0103338	0	nan
0.00228775	0.0102466	0	nan
0.00227475	0.01016	0	nan
0.00227176	0.0100742	0	nan
0.00226877	0.009989	0	nan
0.00226976	0.00990447	0	nan
0.00230079	0.0098206	0	nan
0.00229176	0.00965477	0	nan
0.00231991	0.00949145	0	nan
0.00234722	0.00933056	0	nan
0.00241876	0.00917204	0	nan
0.00249242	0.00901585	0	nan
0.00260125	0.00886191	0	nan
0.00269063	0.00871017	0	nan
0.00280255	0.00856058	0	nan
0.00287281	0.0084131	0	nan
0.00303322	0.00826767	0	nan
0.00294735	0.00812424	0	nan
0.0031332	0.00798279	0	nan
0.00336589	0.00784326	0	nan
0.00333076	0.00770562	0	nan
0.00355805	0.00756982	0	nan
